title,url,replies,views
"Dominion 'Monitoring' Misinfo After Musk, MTG Revive Voting Machine Conspiracy Theories",https://debatepolitics.com/threads/dominion-monitoring-misinfo-after-musk-mtg-revive-voting-machine-conspiracy-theories.552734/,21,192
"Clear Cut Evidence Laid Out From Jack Smith Transcripts: Trump Is Going To Prison, And So Are His Accomplices",https://debatepolitics.com/threads/clear-cut-evidence-laid-out-from-jack-smith-transcripts-trump-is-going-to-prison-and-so-are-his-accomplices.552699/,19,267
Poor Donald Trump can’t get anyone to believe him. Is he the one human alive whose words mean absolutely nothing?,https://debatepolitics.com/threads/poor-donald-trump-can%E2%80%99t-get-anyone-to-believe-him-is-he-the-one-human-alive-whose-words-mean-absolutely-nothing.552732/,4,117
So what do y'all think the October Surprise will be?,https://debatepolitics.com/threads/so-what-do-yall-think-the-october-surprise-will-be.550801/,41,460
This critique of Trump's Al Smith dinner speech (& of MAGA) nails it.,https://debatepolitics.com/threads/this-critique-of-trumps-al-smith-dinner-speech-of-maga-nails-it.552605/,138,817
GOP-leaning polls trigger questions about accuracy,https://debatepolitics.com/threads/gop-leaning-polls-trigger-questions-about-accuracy.552733/,21,187
Kamala Harris: Black Male Supremacist,https://debatepolitics.com/threads/kamala-harris-black-male-supremacist.552314/,58,503
Deliberately deceptive political ads should be illegal,https://debatepolitics.com/threads/deliberately-deceptive-political-ads-should-be-illegal.552692/,22,152
Donny Jr and RFK Jr were at an event yesterday,https://debatepolitics.com/threads/donny-jr-and-rfk-jr-were-at-an-event-yesterday.552693/,8,96
Mattis: Trump a uniquely dangerous threat,https://debatepolitics.com/threads/mattis-trump-a-uniquely-dangerous-threat.552566/,6,114
Dance to the Music!,https://debatepolitics.com/threads/dance-to-the-music.552286/,124,805
Trump TOPS Harris: Appears on Fox News with 4 inquisitors!,https://debatepolitics.com/threads/trump-tops-harris-appears-on-fox-news-with-4-inquisitors.552581/,32,257
How PA voters feel about election integrity,https://debatepolitics.com/threads/how-pa-voters-feel-about-election-integrity.552490/,25,226
British Labour Party sending staff to campaign for Harris in US swing states.,https://debatepolitics.com/threads/british-labour-party-sending-staff-to-campaign-for-harris-in-us-swing-states.552540/,10,148
Pro-Trump dark money network tied to Elon Musk behind fake pro-Harris campaign scheme,https://debatepolitics.com/threads/pro-trump-dark-money-network-tied-to-elon-musk-behind-fake-pro-harris-campaign-scheme.552586/,6,105
"old news,, the fix is in",https://debatepolitics.com/threads/old-news-the-fix-is-in.552502/,104,640
ABC Whistleblower accuses ABC and Harris Campaign of collusion,https://debatepolitics.com/threads/abc-whistleblower-accuses-abc-and-harris-campaign-of-collusion.549810/,339,3000
Kamala Harris Not the Favorite in Any Battleground State—Odds Markets,https://debatepolitics.com/threads/kamala-harris-not-the-favorite-in-any-battleground-state%E2%80%94odds-markets.552497/,46,410
"If Trump wins, how did Harris and the Democrats contribute?",https://debatepolitics.com/threads/if-trump-wins-how-did-harris-and-the-democrats-contribute.552514/,25,209
Republicans appeal Georgia judge’s ruling striking down controversial new election rules,https://debatepolitics.com/threads/republicans-appeal-georgia-judge%E2%80%99s-ruling-striking-down-controversial-new-election-rules.552578/,1,36
Donald Trump Loses Another Key Endorsement!,https://debatepolitics.com/threads/donald-trump-loses-another-key-endorsement.552548/,10,156
Trump's Univision Town Hall,https://debatepolitics.com/threads/trumps-univision-town-hall.552462/,21,224
(Axios)  Scoop: Google will block election ads after polls close,https://debatepolitics.com/threads/axios-scoop-google-will-block-election-ads-after-polls-close.552508/,83,456
A sample of fact checks on Trump proves he's a fraud.,https://debatepolitics.com/threads/a-sample-of-fact-checks-on-trump-proves-hes-a-fraud.552446/,11,98
Stormy Back In the News,https://debatepolitics.com/threads/stormy-back-in-the-news.552451/,39,378
"Trump's Economic Club of Chicago Interview Filled with Ignorance, Lies, and Fantasies",https://debatepolitics.com/threads/trumps-economic-club-of-chicago-interview-filled-with-ignorance-lies-and-fantasies.552435/,19,156
How will President Harris administration govern?,https://debatepolitics.com/threads/how-will-president-harris-administration-govern.552471/,23,200
"Harris releases medical report, drawing contrast with Trump",https://debatepolitics.com/threads/harris-releases-medical-report-drawing-contrast-with-trump.552138/,28,221
Whoops!!  The teleprompter,https://debatepolitics.com/threads/whoops-the-teleprompter.551976/,97,762
Trump Escalates Threats to Political Opponents He Deems the ‘Enemy’,https://debatepolitics.com/threads/trump-escalates-threats-to-political-opponents-he-deems-the-%E2%80%98enemy%E2%80%99.552376/,54,432
"Trump bloviates ""I'm gonna put a 100, 200, 2000% tariff,"" The Redcoats imposed tea tariffs and led to the Revolutionary War. Stupidity repeats itself.",https://debatepolitics.com/threads/trump-bloviates-im-gonna-put-a-100-200-2000-tariff-the-redcoats-imposed-tea-tariffs-and-led-to-the-revolutionary-war-stupidity-repeats-itself.552391/,56,324
"Fox-News Trump town hall secretly stacked with Trump supporters, tape edited to remove their praise",https://debatepolitics.com/threads/fox-news-trump-town-hall-secretly-stacked-with-trump-supporters-tape-edited-to-remove-their-praise.552439/,5,98
(Reuters) Georgia judge blocks rule requiring hand-count of US election ballots,https://debatepolitics.com/threads/reuters-georgia-judge-blocks-rule-requiring-hand-count-of-us-election-ballots.552393/,62,406
Has she lost her mind?,https://debatepolitics.com/threads/has-she-lost-her-mind.552306/,153,1000
Ala Secretary of State (GOP of course) judicially found to have illegally disenfranchised thousands of US citizens,https://debatepolitics.com/threads/ala-secretary-of-state-gop-of-course-judicially-found-to-have-illegally-disenfranchised-thousands-of-us-citizens.552419/,6,91
"Trump gaining ground in the state/national polls, now with 280+ electoral votes !!!",https://debatepolitics.com/threads/trump-gaining-ground-in-the-state-national-polls-now-with-280-electoral-votes.552355/,72,784
US Business Leaders Want Harris’ Stability Not Trump’s Chaos,https://debatepolitics.com/threads/us-business-leaders-want-harris%E2%80%99-stability-not-trump%E2%80%99s-chaos.552334/,32,241
The 2024 Election in Focus: Findings from the 2024 American Values Survey,https://debatepolitics.com/threads/the-2024-election-in-focus-findings-from-the-2024-american-values-survey.552415/,1,65
"Trump jokes that he's the ""father of I.V.F.""",https://debatepolitics.com/threads/trump-jokes-that-hes-the-father-of-i-v-f.552417/,6,72
Does  MAGA not know about the Smoot–Hawley Tariff Act and what it did to the economy and world peace?,https://debatepolitics.com/threads/does-maga-not-know-about-the-smoot%E2%80%93hawley-tariff-act-and-what-it-did-to-the-economy-and-world-peace.552407/,8,102
CNN Fact-Checker Says This Donald Trump Ad May Be ‘Most Deceptive’ Of 2024 Election,https://debatepolitics.com/threads/cnn-fact-checker-says-this-donald-trump-ad-may-be-%E2%80%98most-deceptive%E2%80%99-of-2024-election.552402/,0,64
"Trump at his PA town hall  ""Let's not do any more questions, let's just listen to music""",https://debatepolitics.com/threads/trump-at-his-pa-town-hall-lets-not-do-any-more-questions-lets-just-listen-to-music.552270/,32,289
Here are 4 campaign promises from Harris. What are their chances if she wins?,https://debatepolitics.com/threads/here-are-4-campaign-promises-from-harris-what-are-their-chances-if-she-wins.552373/,14,120
Dems’ ‘Freak Out’ Over Race On Unreal Polls Showing Harris With Lead,https://debatepolitics.com/threads/dems%E2%80%99-%E2%80%98freak-out%E2%80%99-over-race-on-unreal-polls-showing-harris-with-lead.552367/,6,117
Threat From Border Agents!,https://debatepolitics.com/threads/threat-from-border-agents.552375/,31,181
Trump FINAL SPEECH Calls for END of US Constitution,https://debatepolitics.com/threads/trump-final-speech-calls-for-end-of-us-constitution.552279/,20,247
Trump Is Still Pandering to the Polish Vote,https://debatepolitics.com/threads/trump-is-still-pandering-to-the-polish-vote.552379/,0,59
"On Trump's schedule today.  An Atlanta venue with a capacity of 2,750",https://debatepolitics.com/threads/on-trumps-schedule-today-an-atlanta-venue-with-a-capacity-of-2-750.552310/,32,266
"Trump's bribes of unsubstantiated tax cuts contradict reality, balloon the deficit, devalue the dollar & lead the USA down his pattern of bankruptcy.",https://debatepolitics.com/threads/trumps-bribes-of-unsubstantiated-tax-cuts-contradict-reality-balloon-the-deficit-devalue-the-dollar-lead-the-usa-down-his-pattern-of-bankruptcy.552273/,16,143
Trump vs. Harris Economic Plans,https://debatepolitics.com/threads/trump-vs-harris-economic-plans.552284/,45,387
More than a dozen Medal of Honor recipients endorse former president,https://debatepolitics.com/threads/more-than-a-dozen-medal-of-honor-recipients-endorse-former-president.552064/,276,2000
Scumbag wants to use military against US citizens.,https://debatepolitics.com/threads/scumbag-wants-to-use-military-against-us-citizens.552161/,38,330
Typical Election Lie,https://debatepolitics.com/threads/typical-election-lie.552307/,29,224
"Seems i am ""radical scum""",https://debatepolitics.com/threads/seems-i-am-radical-scum.552169/,66,472
Trump at The Chicago Economics Club,https://debatepolitics.com/threads/trump-at-the-chicago-economics-club.552319/,17,183
Trump rally in Calif. desert ends in transportation disaster,https://debatepolitics.com/threads/trump-rally-in-calif-desert-ends-in-transportation-disaster.552297/,3,53
How Republicans can try to steal the election in 2024,https://debatepolitics.com/threads/how-republicans-can-try-to-steal-the-election-in-2024.552276/,8,86
Trump has become unmoored in time,https://debatepolitics.com/threads/trump-has-become-unmoored-in-time.552296/,2,74
Trump is getting worse....,https://debatepolitics.com/threads/trump-is-getting-worse.552183/,9,164
Trump floats sending military after US citizens on election day citing ‘radical left lunatics’ and ‘the enemy from within’,https://debatepolitics.com/threads/trump-floats-sending-military-after-us-citizens-on-election-day-citing-%E2%80%98radical-left-lunatics%E2%80%99-and-%E2%80%98the-enemy-from-within%E2%80%99.552168/,45,371
"Trump Says he will Use the National, Guard Against the ""Enemy from Within""",https://debatepolitics.com/threads/trump-says-he-will-use-the-national-guard-against-the-enemy-from-within.552187/,53,600
Harris looking good,https://debatepolitics.com/threads/harris-looking-good.552015/,68,786
And the Hits Just Keep On Comin’,https://debatepolitics.com/threads/and-the-hits-just-keep-on-comin%E2%80%99.552250/,1,90
Political Commercials,https://debatepolitics.com/threads/political-commercials.552096/,16,128
33 Reasons,https://debatepolitics.com/threads/33-reasons.552149/,35,368
"Michael ""Jabba The Hutt"" Moore Urges Biden To Exploit 100 Days Of ""Super Powers""",https://debatepolitics.com/threads/michael-jabba-the-hutt-moore-urges-biden-to-exploit-100-days-of-super-powers.552104/,19,211
"Trump Is Running A Disinformation Campaign, Not A Political Campaign",https://debatepolitics.com/threads/trump-is-running-a-disinformation-campaign-not-a-political-campaign.551779/,51,459
Global Warming -,https://debatepolitics.com/threads/global-warming.552163/,4,96
Trump.  The CRIMINAL!,https://debatepolitics.com/threads/trump-the-criminal.552103/,39,346
Tensions grow between Biden and Harris' teams: Axios reveals,https://debatepolitics.com/threads/tensions-grow-between-biden-and-harris-teams-axios-reveals.552186/,5,132
Kamala's Word Salad For Today,https://debatepolitics.com/threads/kamalas-word-salad-for-today.550133/,255,2000
Trump suggests a protester may get ‘the hell knocked out of her’ by her parents,https://debatepolitics.com/threads/trump-suggests-a-protester-may-get-%E2%80%98the-hell-knocked-out-of-her%E2%80%99-by-her-parents.552160/,13,172
Obama Shaming Black Men Into Voting for Kamala Isn’t Working,https://debatepolitics.com/threads/obama-shaming-black-men-into-voting-for-kamala-isn%E2%80%99t-working.552156/,101,676
‘I HATE TAYLOR SWIFT:’ Trump Is Big Mad That the Star Endorsed Harris,https://debatepolitics.com/threads/%E2%80%98i-hate-taylor-swift-%E2%80%99-trump-is-big-mad-that-the-star-endorsed-harris.549792/,218,3000
My Prediction for the 2024 Electoral College,https://debatepolitics.com/threads/my-prediction-for-the-2024-electoral-college.552127/,41,378
Helene hit Trump strongholds in Georgia and North Carolina. It could swing the election.,https://debatepolitics.com/threads/helene-hit-trump-strongholds-in-georgia-and-north-carolina-it-could-swing-the-election.551610/,70,569
Why does Karris need to highlight economic policies for Black men next week?,https://debatepolitics.com/threads/why-does-karris-need-to-highlight-economic-policies-for-black-men-next-week.552094/,124,726
Trump encourages mail in voting,https://debatepolitics.com/threads/trump-encourages-mail-in-voting.552118/,13,132
Unfair NY Times fact checks both Kamala and Trump.,https://debatepolitics.com/threads/unfair-ny-times-fact-checks-both-kamala-and-trump.552119/,3,87
Donald Trump Overtakes Kamala Harris in Seven-Point Swing Nationally: Poll,https://debatepolitics.com/threads/donald-trump-overtakes-kamala-harris-in-seven-point-swing-nationally-poll.552060/,22,257
Judge approves releasing source documents with more Trump-Jan. 6 evidence,https://debatepolitics.com/threads/judge-approves-releasing-source-documents-with-more-trump-jan-6-evidence.552055/,73,470
Harris attacks Trump with new Jack Smith revelations,https://debatepolitics.com/threads/harris-attacks-trump-with-new-jack-smith-revelations.551642/,25,214
Obama campaigning for Harris - beginning today in Pittsburgh,https://debatepolitics.com/threads/obama-campaigning-for-harris-beginning-today-in-pittsburgh.551950/,140,1000
A Frustrated Trump Lashes Out Behind Closed Doors Over Money,https://debatepolitics.com/threads/a-frustrated-trump-lashes-out-behind-closed-doors-over-money.552092/,32,366
Kamala wants all future government disaster aid to be distributed based on race,https://debatepolitics.com/threads/kamala-wants-all-future-government-disaster-aid-to-be-distributed-based-on-race.550946/,290,3000
The Movie Donald Trump Doesn't Want You To See,https://debatepolitics.com/threads/the-movie-donald-trump-doesnt-want-you-to-see.552063/,3,101
Cards Against Humanity sees Musk and raises him in vote buying scheme,https://debatepolitics.com/threads/cards-against-humanity-sees-musk-and-raises-him-in-vote-buying-scheme.552086/,2,87
Racist hate group pleased to see the Trump campaign has adopted their sloagan,https://debatepolitics.com/threads/racist-hate-group-pleased-to-see-the-trump-campaign-has-adopted-their-sloagan.552085/,3,107
Presidential Predictions,https://debatepolitics.com/threads/presidential-predictions.551991/,14,184
(Axios)  Two states blasted by storms tweak voting rules,https://debatepolitics.com/threads/axios-two-states-blasted-by-storms-tweak-voting-rules.552021/,49,369
This is frightening.  Can anyone interpret this gobbledegook?,https://debatepolitics.com/threads/this-is-frightening-can-anyone-interpret-this-gobbledegook.552045/,13,248
Abortion bans are the anithesis of conception bans & mandatory abortion. Freedom of choice is the humane solution.,https://debatepolitics.com/threads/abortion-bans-are-the-anithesis-of-conception-bans-mandatory-abortion-freedom-of-choice-is-the-humane-solution.552054/,24,245
Republicans Doubling Down on Hatred,https://debatepolitics.com/threads/republicans-doubling-down-on-hatred.551789/,32,346
"Trump launches GoFundMe to help Hurricane Helene victims, raises more than $1M",https://debatepolitics.com/threads/trump-launches-gofundme-to-help-hurricane-helene-victims-raises-more-than-1m.551124/,329,3000
"Trump in Detroit: ""I’m not exaggerating when I say, this is exactly how my grandfather sounded three months before we had to put him in a nursing home",https://debatepolitics.com/threads/trump-in-detroit-i%E2%80%99m-not-exaggerating-when-i-say-this-is-exactly-how-my-grandfather-sounded-three-months-before-we-had-to-put-him-in-a-nursing-home.552000/,35,375
Trump campaign asks for military aircraft with antimissile capabilities and other security measures in lead-up to election,https://debatepolitics.com/threads/trump-campaign-asks-for-military-aircraft-with-antimissile-capabilities-and-other-security-measures-in-lead-up-to-election.552033/,15,131
Why isn't Trump preparing for the Presidency?,https://debatepolitics.com/threads/why-isnt-trump-preparing-for-the-presidency.552019/,63,486
Jack Smith's New Donald Trump Filing Could 'Backfire',https://debatepolitics.com/threads/jack-smiths-new-donald-trump-filing-could-backfire.551590/,232,2000
Politicians that allege things in public they can't prove should be barred from public office.,https://debatepolitics.com/threads/politicians-that-allege-things-in-public-they-cant-prove-should-be-barred-from-public-office.551592/,13,142
NO CHANGE!,https://debatepolitics.com/threads/no-change.552018/,52,406
"If the former President wins,who will he ask to run the country and put in charge?",https://debatepolitics.com/threads/if-the-former-president-wins-who-will-he-ask-to-run-the-country-and-put-in-charge.551968/,6,107
What is the worst thing that Trump would do in his second term?,https://debatepolitics.com/threads/what-is-the-worst-thing-that-trump-would-do-in-his-second-term.551692/,122,1000
Nominations for best Political Ads,https://debatepolitics.com/threads/nominations-for-best-political-ads.552014/,3,80
Why do Republicans think Trump was a good president when he was so blatantly awful.,https://debatepolitics.com/threads/why-do-republicans-think-trump-was-a-good-president-when-he-was-so-blatantly-awful.552002/,32,251
Gen. Michael Flynn: Do you think Trump would put this whack job in a position of authority?,https://debatepolitics.com/threads/gen-michael-flynn-do-you-think-trump-would-put-this-whack-job-in-a-position-of-authority.552010/,3,67
“You Could Pick Someone Off the Street……”,https://debatepolitics.com/threads/%E2%80%9Cyou-could-pick-someone-off-the-street%E2%80%A6%E2%80%A6%E2%80%9D.551973/,4,107
Trump says the US 'will be like Detroit' if Harris wins and didn't mean it as a compliment,https://debatepolitics.com/threads/trump-says-the-us-will-be-like-detroit-if-harris-wins-and-didnt-mean-it-as-a-compliment.551983/,57,311
"Republicans Believe Election Is 'Effectively Over,' Trump Will Win: Analyst",https://debatepolitics.com/threads/republicans-believe-election-is-effectively-over-trump-will-win-analyst.551831/,30,350
